first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Rank,Value
Brendis,Pineaux,M,12,1978-01-15,Mechanical Systems Engineer,Manufacturing,Mass Customer,False,False,5,43030 Carberry Way,2560,NSW,Australia,4,719,0.675
Jaimie,Lancastle,M,71,1972-10-23,VP Marketing,,Mass Customer,False,True,5,0 Bay Drive,2750,NSW,Australia,8,722,0.6715
Glendon,Malham,M,36,1965-08-21,Web Designer I,Manufacturing,Mass Customer,False,False,17,6 Anzinger Pass,3030,VIC,Australia,6,722,0.6715
Morganica,Bentke,F,40,1977-01-03,Marketing Assistant,IT,Affluent Customer,False,True,21,19453 Ramsey Point,3067,VIC,Australia,11,724,0.67
Calida,Schaben,F,54,1969-03-06,Recruiting Manager,,Mass Customer,False,True,10,1861 Chive Court,2199,NSW,Australia,9,725,0.6693749999999999
Hallsy,Voysey,M,83,1970-03-11,Business Systems Development Analyst,,Mass Customer,False,False,16,9 Westerfield Point,3437,VIC,Australia,9,725,0.6693749999999999
Lanny,Currall,M,37,1997-10-23,Developer IV,,High Net Worth,False,True,9,3 Redwing Center,2209,NSW,Australia,10,725,0.6693749999999999
Son,Varney,M,75,1993-11-02,Analog Circuit Design manager,Property,Mass Customer,False,True,10,189 Bayside Court,2480,NSW,Australia,7,725,0.6693749999999999
Bartram,Caltun,M,28,1956-09-15,Internal Auditor,Health,Affluent Customer,False,True,12,174 Farwell Point,2121,NSW,Australia,11,725,0.6693749999999999
Halette,Borsi,F,60,1961-12-10,Research Nurse,Health,Affluent Customer,False,True,16,356 Pennsylvania Point,2128,NSW,Australia,9,725,0.6693749999999999
Killie,Densie,M,87,1997-03-28,Environmental Tech,IT,Mass Customer,False,True,11,62 Dryden Junction,2042,NSW,Australia,10,731,0.6640625
Mandi,Adamsson,F,40,1992-04-07,Programmer Analyst I,Manufacturing,Mass Customer,False,True,5,25 Westerfield Road,4165,QLD,Australia,5,731,0.6640625
Kylila,Basezzi,F,94,1945-06-11,Assistant Manager,,Mass Customer,False,True,9,64 Armistice Point,4217,QLD,Australia,9,733,0.6625000000000001
Yardley,Matten,M,35,1991-03-06,Junior Executive,Financial Services,Mass Customer,False,False,15,74 Everett Court,4408,QLD,Australia,2,733,0.6625000000000001
Shepperd,Leonards,M,17,1981-04-14,Chemical Engineer,Manufacturing,Mass Customer,False,True,5,38 Nobel Lane,2147,NSW,Australia,9,733,0.6625000000000001
Hamel,Curzey,M,11,1990-04-04,Structural Engineer,,Mass Customer,False,True,9,6936 Homewood Avenue,4000,QLD,Australia,7,733,0.6625000000000001
Fancie,Woofendell,F,68,1966-09-17,Research Nurse,Health,Mass Customer,False,True,6,8 Crowley Center,4212,QLD,Australia,7,733,0.6625000000000001
Zebulen,Emtage,M,52,1963-09-01,Senior Developer,,High Net Worth,False,True,17,44 Ronald Regan Parkway,4352,QLD,Australia,7,733,0.6625000000000001
Micheil,Fleote,M,48,1975-09-20,Civil Engineer,Manufacturing,High Net Worth,False,False,16,174 Lotheville Crossing,2093,NSW,Australia,9,739,0.66
Cecily,Faircley,F,42,1947-06-12,Accountant IV,IT,Affluent Customer,False,True,19,8 Bluejay Road,4301,QLD,Australia,1,739,0.66
Glory,Chilcott,F,49,1939-09-09,,Telecommunications,High Net Worth,False,False,9,4286 Rowland Circle,4165,QLD,Australia,5,741,0.65875
Sinclair,Wark,M,68,1974-02-21,Financial Analyst,Financial Services,Mass Customer,False,True,11,44 Thompson Center,2134,NSW,Australia,9,741,0.65875
Tomaso,Horsley,M,97,2001-04-16,Junior Executive,Financial Services,Mass Customer,False,True,10,70360 Onsgard Plaza,3977,VIC,Australia,6,741,0.65875
Gilli,Christophers,F,70,1948-03-02,Database Administrator IV,Property,Affluent Customer,False,True,17,53870 Jay Pass,4575,QLD,Australia,9,744,0.65625
Errick,Burgin,M,87,1998-08-19,Professor,Entertainment,Mass Customer,False,False,11,417 Killdeer Alley,2650,NSW,Australia,2,744,0.65625
Damian,Renard,M,43,1976-07-19,Software Consultant,Retail,Affluent Customer,False,False,8,28 Prentice Trail,2155,NSW,Australia,10,744,0.65625
Agnola,Batterson,F,86,1980-01-03,Physical Therapy Assistant,Financial Services,Mass Customer,False,False,7,216 Bultman Park,4305,QLD,Australia,3,747,0.6545
Riki,Wandtke,F,25,1962-05-12,Librarian,Entertainment,Mass Customer,False,True,5,435 Mitchell Street,4115,QLD,Australia,7,748,0.65078125
Mikol,Eck,M,99,1975-07-25,VP Marketing,Financial Services,Mass Customer,False,True,21,15621 Twin Pines Crossing,4130,QLD,Australia,9,748,0.65078125
Phyllis,Wibberley,F,7,1971-01-10,Web Designer IV,Retail,Affluent Customer,False,False,11,03 Bellgrove Avenue,2066,NSW,Australia,12,750,0.65
Burt,Vasechkin,M,33,1950-04-15,Senior Sales Associate,Retail,Mass Customer,False,True,20,89100 Rusk Crossing,3338,VIC,Australia,2,751,0.648125
Adriana,Saundercock,,20,,Nurse,IT,High Net Worth,False,True,14,82 Gina Junction,3806,VIC,Australia,7,751,0.648125
Trudie,Phinnessy,F,45,1960-07-04,,Financial Services,Mass Customer,False,True,15,077 Dennis Lane,3030,VIC,Australia,9,751,0.648125
Frederigo,Cribbott,M,35,1965-03-15,Social Worker,Health,Mass Customer,False,False,16,42280 Namekagon Crossing,2140,NSW,Australia,8,754,0.646
Glenda,Eliet,F,87,1974-06-17,Quality Control Specialist,,Mass Customer,False,False,12,1 Fordem Way,3844,VIC,Australia,7,755,0.64
Darb,,M,80,1969-06-04,Food Chemist,Health,Affluent Customer,False,False,10,780 Bonner Pass,4034,QLD,Australia,5,755,0.64
Cal,Van den Velde,M,22,1996-03-18,Senior Sales Associate,Financial Services,Affluent Customer,False,True,6,77916 Moland Park,3174,VIC,Australia,6,755,0.64
Stephani,Sidsaff,F,32,1973-09-29,Senior Quality Engineer,Financial Services,Mass Customer,False,True,6,00 Southridge Avenue,2036,NSW,Australia,11,755,0.64
Meade,Bampton,M,69,1982-04-25,Health Coach III,Health,High Net Worth,False,False,17,7870 Stuart Crossing,2090,NSW,Australia,7,755,0.64
Flore,Cashen,F,79,1978-06-21,,Health,High Net Worth,False,False,17,4 Vera Pass,2640,NSW,Australia,4,760,0.6375
Leighton,Firbanks,M,51,1973-12-22,Teacher,Retail,Affluent Customer,False,False,21,7234 Sycamore Pass,4178,QLD,Australia,3,760,0.6375
Petr,Westman,M,5,1987-11-02,Nurse Practicioner,Property,Mass Customer,False,False,7,98454 Dapin Park,4556,QLD,Australia,7,760,0.6375
Yorgos,Dewhurst,M,6,1950-09-09,Software Consultant,Argiculture,Affluent Customer,False,False,16,4 Talmadge Road,4701,QLD,Australia,1,760,0.6375
Simmonds,Bapty,M,52,2002-01-04,Junior Executive,Financial Services,Affluent Customer,False,False,8,47 Susan Park,2025,NSW,Australia,12,760,0.6375
Hagen,MacCarter,M,93,1983-02-08,,Entertainment,Affluent Customer,False,True,15,7 Ramsey Trail,3172,VIC,Australia,9,760,0.6375
Cazzie,Stanwix,M,37,1960-10-01,Research Assistant IV,Manufacturing,High Net Worth,False,True,11,6026 Mallory Drive,4561,QLD,Australia,7,760,0.6375
Geoff,Gwillym,M,89,1999-02-22,Clinical Specialist,Health,Affluent Customer,False,False,8,1 Eliot Plaza,2323,NSW,Australia,4,760,0.6375
Simonette,,F,4,1990-04-06,VP Product Management,Manufacturing,Affluent Customer,False,True,6,66 Hoffman Court,2232,NSW,Australia,8,760,0.6375
Deirdre,Sturgeon,F,11,1965-12-22,VP Sales,Retail,Mass Customer,False,True,9,7 Sycamore Terrace,2232,NSW,Australia,10,760,0.6375
Andrea,Pendle,F,86,1938-08-05,,,High Net Worth,False,True,13,31281 Meadow Valley Way,4500,QLD,Australia,6,760,0.6375
Juliann,Siemantel,F,86,1947-12-15,Librarian,Entertainment,Mass Customer,False,False,22,28 Parkside Park,3046,VIC,Australia,8,760,0.6375
Janaye,Eade,F,23,1984-12-13,Chief Design Engineer,Health,Affluent Customer,False,False,4,2782 Northridge Street,2420,NSW,Australia,3,760,0.6375
Dylan,Stranio,M,47,1953-04-02,Project Manager,Manufacturing,High Net Worth,False,True,9,3662 Beilfuss Lane,2170,NSW,Australia,8,773,0.63
Mel,Rochford,F,11,1989-07-23,Assistant Professor,Retail,Mass Customer,False,True,4,56334 Vera Crossing,3013,VIC,Australia,9,774,0.626875
Elvin,Trayhorn,M,46,1993-06-02,VP Accounting,Financial Services,High Net Worth,False,False,10,79 Sheridan Point,2231,NSW,Australia,10,774,0.626875
Dmitri,Viant,,62,,Paralegal,Financial Services,Affluent Customer,False,False,5,95960 Warner Parkway,3842,VIC,Australia,1,774,0.626875
Sonni,Milligan,F,73,1988-03-05,Budget/Accounting Analyst III,Retail,Mass Customer,False,True,14,04769 Dahle Plaza,3170,VIC,Australia,9,774,0.626875
Kellina,Haygreen,F,38,1966-01-19,Librarian,Entertainment,Affluent Customer,False,False,18,5731 Bunker Hill Lane,2046,NSW,Australia,10,778,0.625
Yuma,Dennick,M,40,1972-11-10,,Manufacturing,Mass Customer,False,True,6,89244 Macpherson Trail,2528,NSW,Australia,8,778,0.625
Ashleigh,,F,46,1996-04-05,Budget/Accounting Analyst III,,Mass Customer,False,True,6,922 Utah Avenue,3204,VIC,Australia,12,780,0.6242187499999999
Therese,Brotherhood,F,30,1981-07-28,Food Chemist,Health,Mass Customer,False,False,10,25044 Bay Avenue,2042,NSW,Australia,10,780,0.6242187499999999
Pansie,Beccero,F,35,1964-07-07,Software Test Engineer I,Financial Services,Affluent Customer,False,True,10,315 Hudson Road,4818,QLD,Australia,5,782,0.6204999999999999
Reinaldos,Simmig,M,55,1955-01-15,Nurse Practicioner,Manufacturing,High Net Worth,False,False,8,6112 Mariners Cove Park,3147,VIC,Australia,10,782,0.6204999999999999
Calhoun,Mussington,M,98,1992-10-13,Dental Hygienist,Health,Mass Customer,False,False,12,176 Fallview Plaza,2019,NSW,Australia,9,782,0.6204999999999999
Winn,Wells,M,66,1994-04-12,Analyst Programmer,Manufacturing,Affluent Customer,False,False,9,544 Pawling Road,2230,NSW,Australia,10,785,0.62
Rafi,Brettelle,M,89,1956-08-12,Operator,Health,High Net Worth,False,False,6,11 Brickson Park Alley,2166,NSW,Australia,10,786,0.61625
Fey,,F,48,1957-09-04,Research Nurse,Health,High Net Worth,False,True,11,77 Paget Park,3147,VIC,Australia,12,786,0.61625
Verne,Loalday,M,1,1982-03-20,Marketing Assistant,IT,High Net Worth,False,False,7,598 Memorial Place,2082,NSW,Australia,10,788,0.6125
Eleonora,Wiszniewski,F,49,1980-04-23,Financial Advisor,Financial Services,Affluent Customer,False,False,9,6227 Quincy Terrace,4740,QLD,Australia,2,788,0.6125
Fayre,Brannigan,F,32,1992-10-13,Geological Engineer,Manufacturing,Mass Customer,False,True,9,31351 Sunbrook Place,2234,NSW,Australia,10,788,0.6125
Eachelle,Noirel,F,93,1974-01-26,Registered Nurse,Health,Affluent Customer,False,True,11,80 Schiller Center,2292,NSW,Australia,6,791,0.612
Carl,Troyes,M,4,1973-03-12,Associate Professor,Property,Mass Customer,False,False,7,1217 Melody Alley,3109,VIC,Australia,10,791,0.612
Cordie,Brankley,F,79,1954-09-21,Librarian,Entertainment,High Net Worth,False,False,18,46 Westerfield Place,2195,NSW,Australia,6,793,0.6109375000000001
Jackie,Pays,M,21,1955-11-09,Developer I,Health,Mass Customer,False,False,9,75024 Ronald Regan Hill,2135,NSW,Australia,12,794,0.6056249999999999
Carroll,Schlagman,F,61,1951-08-25,Clinical Specialist,Health,Affluent Customer,False,False,13,15 Fisk Road,2099,NSW,Australia,9,795,0.6034999999999999
Frans,Idale,M,1,1969-10-03,Nurse,Manufacturing,Mass Customer,False,False,10,96 Hermina Place,4350,QLD,Australia,2,795,0.6034999999999999
Amara,Clow,F,47,1966-11-17,Biostatistician IV,Financial Services,Mass Customer,False,True,13,99376 Namekagon Street,3101,VIC,Australia,12,797,0.6
Anthony,Morison,M,7,1938-06-08,General Manager,Health,Mass Customer,False,False,12,276 Derek Circle,2759,NSW,Australia,9,797,0.6
Cherye,Stanfield,F,0,1981-07-05,Environmental Tech,Manufacturing,Affluent Customer,False,False,13,56766 Mariners Cove Place,2256,NSW,Australia,9,797,0.6
Ansell,Tolhurst,M,77,1949-08-11,Chemical Engineer,Manufacturing,Affluent Customer,False,False,22,13 Montana Place,2232,NSW,Australia,10,797,0.6
Erminie,Rabidge,F,64,1982-03-09,,Manufacturing,High Net Worth,False,False,17,1969 Melody Lane,2170,NSW,Australia,8,801,0.59765625
Rosene,Beckey,F,25,1974-05-21,Account Executive,Health,Mass Customer,False,True,14,02463 Portage Center,2107,NSW,Australia,11,801,0.59765625
Darlleen,Shalcras,F,77,1980-09-14,Health Coach I,Health,Mass Customer,False,False,11,383 Graceland Avenue,2010,NSW,Australia,10,801,0.59765625
Bryon,Goundry,M,79,1951-02-05,Marketing Manager,Manufacturing,Mass Customer,False,False,21,005 Kensington Street,4165,QLD,Australia,5,804,0.5950000000000001
Sherwin,Minocchi,M,71,1947-07-13,Project Manager,,Mass Customer,False,True,11,1 Alpine Crossing,2536,NSW,Australia,8,804,0.5950000000000001
Luci,Dyter,F,12,1952-05-30,Software Test Engineer I,Manufacturing,High Net Worth,False,False,20,2 Namekagon Trail,3981,VIC,Australia,7,804,0.5950000000000001
Sloan,Pudney,M,83,1964-11-10,Junior Executive,Financial Services,Affluent Customer,False,False,16,6771 Pleasure Terrace,4557,QLD,Australia,9,804,0.5950000000000001
Otes,Elegood,M,67,1940-11-25,Programmer III,Financial Services,High Net Worth,False,False,21,2632 Del Mar Point,2226,NSW,Australia,11,808,0.595
Davie,Blay,M,94,1985-12-19,Financial Analyst,Financial Services,Mass Customer,False,False,8,7021 5th Alley,2770,NSW,Australia,7,808,0.595
Dorolice,Osmon,F,46,1961-01-15,,Financial Services,Affluent Customer,False,False,15,602 Clove Center,3046,VIC,Australia,6,810,0.5874999999999999
Meade,McReedy,F,94,1968-11-23,Safety Technician IV,Financial Services,Affluent Customer,False,True,9,04153 Johnson Point,2193,NSW,Australia,10,810,0.5874999999999999
Rikki,Chaffey,M,69,1945-06-11,Chemical Engineer,Manufacturing,Mass Customer,False,False,20,9 Spohn Way,4127,QLD,Australia,1,810,0.5874999999999999
Adria,Van den Velde,F,39,1978-07-10,Nuclear Power Engineer,Manufacturing,Affluent Customer,False,True,9,6030 Becker Plaza,2261,NSW,Australia,7,810,0.5874999999999999
Dmitri,,M,72,1991-02-06,,Financial Services,High Net Worth,False,True,15,4 Mallory Pass,3690,VIC,Australia,4,810,0.5874999999999999
Maddalena,Hencke,F,61,1952-12-09,Help Desk Operator,,High Net Worth,False,False,22,64037 Swallow Crossing,4170,QLD,Australia,5,810,0.5874999999999999
Rand,Winchcum,M,34,2000-04-10,Software Consultant,,Affluent Customer,False,False,3,4594 Jackson Hill,2146,NSW,Australia,7,810,0.5874999999999999
Rowen,Sollas,M,38,1960-04-23,Dental Hygienist,Health,Mass Customer,False,False,5,4 Anzinger Street,4556,QLD,Australia,8,817,0.5864999999999999
Boothe,Hayselden,M,42,1940-05-18,Computer Systems Analyst III,Health,Mass Customer,False,True,17,33 Pond Point,2291,NSW,Australia,10,817,0.5864999999999999
Noak,Sleany,M,1,1965-05-04,Budget/Accounting Analyst I,Financial Services,Affluent Customer,False,False,17,1 Roth Plaza,3121,VIC,Australia,10,817,0.5864999999999999
Callean,Wass,M,65,1988-12-15,GIS Technical Architect,Financial Services,Affluent Customer,False,False,14,0593 Stoughton Center,3073,VIC,Australia,8,820,0.584375
Keelby,Sudlow,M,96,1988-09-01,Marketing Assistant,Manufacturing,High Net Worth,False,False,12,8042 Cherokee Court,3163,VIC,Australia,8,820,0.584375
Rodrique,Vernon,M,70,1978-08-06,Budget/Accounting Analyst III,Manufacturing,Affluent Customer,False,False,17,5864 Mcbride Trail,3174,VIC,Australia,8,820,0.584375
Brod,Attrey,M,46,1966-11-05,Budget/Accounting Analyst III,,Mass Customer,False,True,14,180 Lakewood Park,2194,NSW,Australia,8,820,0.584375
Manny,Mandy,M,36,1977-01-28,Account Representative III,Argiculture,Mass Customer,False,False,16,6 Union Center,4280,QLD,Australia,7,820,0.584375
Becky,Lassen,F,11,1973-05-11,Sales Associate,Financial Services,Mass Customer,False,True,7,41153 Pond Park,2251,NSW,Australia,8,820,0.584375
Tessa,Heakey,F,43,1971-05-31,Senior Financial Analyst,Financial Services,Mass Customer,False,False,9,6233 Fulton Point,3337,VIC,Australia,6,820,0.584375
Herbert,Henryson,M,21,1995-10-10,Marketing Manager,,Mass Customer,False,False,4,05123 Bobwhite Plaza,2528,NSW,Australia,9,820,0.584375
Cristie,Bence,F,49,2000-04-17,Automation Specialist II,,High Net Worth,False,False,9,3413 Schmedeman Court,4122,QLD,Australia,8,828,0.58
Renate,Whyte,F,60,1963-12-08,Registered Nurse,Health,High Net Worth,False,True,15,4189 Laurel Center,2620,NSW,Australia,7,828,0.58
Toma,Woolforde,F,67,1992-03-09,Cost Accountant,Financial Services,Mass Customer,False,True,5,76 Melody Avenue,2092,NSW,Australia,12,830,0.5780000000000001
Dorie,Dunleavy,F,24,1962-05-05,Registered Nurse,Health,Affluent Customer,False,False,12,1 Mcguire Lane,3356,VIC,Australia,4,830,0.5780000000000001
Ellie,Toope,F,29,1973-08-11,Staff Accountant III,Property,High Net Worth,False,True,4,8734 Fulton Hill,2156,NSW,Australia,11,832,0.5750000000000001
Leonora,Swetenham,F,66,1967-10-05,,IT,Mass Customer,False,True,10,660 Hallows Place,2026,NSW,Australia,10,832,0.5750000000000001
Teodor,Mullinder,M,56,1962-08-26,Nuclear Power Engineer,Manufacturing,High Net Worth,False,False,11,43 Pond Junction,3216,VIC,Australia,5,832,0.5750000000000001
Jared,Fendlow,M,79,1963-08-25,Media Manager II,Financial Services,Mass Customer,False,False,15,6195 Bellgrove Lane,4211,QLD,Australia,7,832,0.5750000000000001
Porty,Hansed,,88,,General Manager,IT,Mass Customer,False,False,13,768 Southridge Drive,2112,NSW,Australia,11,832,0.5750000000000001
Andy,Deeming,M,79,1979-01-09,Payment Adjustment Coordinator,Manufacturing,Affluent Customer,False,True,7,63386 Talisman Hill,4556,QLD,Australia,8,832,0.5750000000000001
Monty,Thomazin,M,7,1951-09-16,Quality Engineer,,Mass Customer,False,True,13,30738 Muir Avenue,3105,VIC,Australia,10,838,0.57375
Briano,Janowski,M,66,1994-07-17,Analyst Programmer,,Mass Customer,False,False,7,3259 Eagan Parkway,2066,NSW,Australia,8,838,0.57375
Ginger,,M,94,1939-02-19,Human Resources Manager,,Mass Customer,False,False,11,160 Fremont Point,2259,NSW,Australia,8,840,0.57109375
Logan,Colomb,M,74,1948-01-01,Recruiter,,Mass Customer,False,True,19,266 Lakewood Terrace,2761,NSW,Australia,8,840,0.57109375
Nichols,Devinn,M,47,1979-09-29,Recruiter,,Affluent Customer,False,False,11,5280 Waxwing Point,2071,NSW,Australia,12,842,0.57
Catha,Davitt,F,79,1958-04-16,Environmental Specialist,Property,High Net Worth,False,True,6,192 South Junction,2567,NSW,Australia,7,843,0.5695
Melosa,McOwan,F,25,2001-04-17,Compensation Analyst,Financial Services,Mass Customer,False,False,12,900 Victoria Way,2211,NSW,Australia,9,843,0.5695
Maris,Leete,F,21,1973-04-14,Engineer IV,Retail,Mass Customer,False,False,7,06 Main Alley,4300,QLD,Australia,4,845,0.5631250000000001
Wilburt,Padden,M,22,1994-09-30,Engineer I,Manufacturing,Mass Customer,False,False,3,22 Muir Avenue,2148,NSW,Australia,5,845,0.5631250000000001
Rosabelle,Godsmark,F,60,1995-10-19,Executive Secretary,,Mass Customer,False,True,3,4871 Caliangt Hill,4102,QLD,Australia,8,845,0.5631250000000001
Guilbert,Bearns,M,42,1982-10-29,Financial Analyst,Financial Services,Mass Customer,False,True,5,47776 Packers Street,3226,VIC,Australia,8,845,0.5631250000000001
Meridith,Urwin,F,62,1997-03-07,Registered Nurse,Health,High Net Worth,False,True,10,535 Graedel Circle,2444,NSW,Australia,7,845,0.5631250000000001
Leeland,,M,66,1957-01-24,VP Quality Control,Telecommunications,High Net Worth,False,False,12,9 Stephen Center,4122,QLD,Australia,4,845,0.5631250000000001
Gerta,Porrett,F,46,1959-11-13,Registered Nurse,Health,High Net Worth,False,False,12,074 Badeau Crossing,3250,VIC,Australia,2,851,0.5625
Karrah,Howell,F,63,1956-11-07,Civil Engineer,Manufacturing,Mass Customer,False,False,17,4897 Melody Road,2566,NSW,Australia,9,851,0.5625
Alick,Baise,M,62,1998-08-16,Pharmacist,Health,Mass Customer,False,True,1,096 Gateway Road,2747,NSW,Australia,8,851,0.5625
Casandra,Betteridge,F,29,1942-09-10,Cost Accountant,Financial Services,Affluent Customer,False,True,9,68 Bluestem Center,3166,VIC,Australia,10,854,0.561
Maurine,Clee,F,45,1980-09-13,Automation Specialist II,Property,High Net Worth,False,True,5,6 Maple Plaza,2042,NSW,Australia,10,854,0.561
Darwin,Bumpas,M,24,1978-12-27,Junior Executive,Health,Affluent Customer,False,True,18,6812 Gina Point,3082,VIC,Australia,7,856,0.56
Hayes,Daveren,M,32,1953-03-27,VP Quality Control,Manufacturing,Affluent Customer,False,True,11,1 Becker Parkway,4350,QLD,Australia,2,856,0.56
Piper,Issacov,F,67,1939-11-08,Human Resources Assistant III,Health,Affluent Customer,False,True,22,52201 Tony Avenue,2088,NSW,Australia,9,856,0.56
Markus,Pendrey,M,88,1959-08-01,Clinical Specialist,Health,Affluent Customer,False,True,12,2382 Anthes Crossing,2153,NSW,Australia,10,859,0.5578124999999999
Sile,Zappel,F,47,1958-03-29,Business Systems Development Analyst,IT,High Net Worth,False,False,15,44350 Buell Alley,4018,QLD,Australia,6,859,0.5578124999999999
Craggy,Happel,M,37,1979-02-10,Marketing Manager,Manufacturing,High Net Worth,False,True,8,23 Del Sol Alley,3064,VIC,Australia,6,859,0.5578124999999999
Egor,Mariette,M,42,1980-11-26,Financial Advisor,Financial Services,Affluent Customer,False,False,3,79 Mockingbird Plaza,3163,VIC,Australia,7,862,0.5525
Reinald,Bembrigg,M,54,1953-08-21,Senior Financial Analyst,Financial Services,Affluent Customer,False,False,10,858 Portage Hill,2770,NSW,Australia,7,862,0.5525
Kissie,Line,F,2,2000-05-20,Environmental Tech,Manufacturing,Affluent Customer,False,True,7,629 Grasskamp Junction,2200,NSW,Australia,9,862,0.5525
Quentin,Gerleit,F,32,1990-09-15,Associate Professor,Manufacturing,Mass Customer,False,False,4,88 Aberg Circle,3806,VIC,Australia,8,865,0.55
Karoly,Burgoine,M,57,1947-04-06,Account Representative IV,Health,High Net Worth,False,True,21,18 Morning Circle,3012,VIC,Australia,2,865,0.55
Clarine,Piecha,F,99,1964-12-07,Dental Hygienist,Health,High Net Worth,False,False,14,7523 Eggendart Hill,4151,QLD,Australia,10,865,0.55
Mycah,Beaston,M,11,1961-07-31,Environmental Specialist,,High Net Worth,False,True,12,2 Mandrake Street,2221,NSW,Australia,11,865,0.55
Clemmie,Bartoszewicz,F,87,1958-07-28,Statistician IV,Financial Services,Mass Customer,False,False,8,727 Morrow Parkway,3197,VIC,Australia,9,865,0.55
Randall,Mason,M,95,1974-07-28,Product Engineer,Health,Mass Customer,False,True,12,83497 Memorial Plaza,2570,NSW,Australia,11,870,0.544
Donica,Humby,F,47,1967-06-01,Senior Cost Accountant,Financial Services,Mass Customer,False,False,4,488 Briar Crest Court,2101,NSW,Australia,12,871,0.541875
Lotty,Loach,F,76,1961-08-23,Nurse,Health,High Net Worth,False,True,7,78451 South Street,2380,NSW,Australia,3,871,0.541875
Marie-jeanne,Breawood,F,37,1953-10-12,Clinical Specialist,Health,High Net Worth,False,False,8,6 Prairieview Pass,2770,NSW,Australia,6,871,0.541875
Babara,Sissel,F,50,1974-06-08,,IT,Mass Customer,False,True,21,5 Ohio Road,3169,VIC,Australia,10,871,0.541875
Rodolphe,Glenton,M,88,1974-09-28,Programmer Analyst II,Financial Services,Affluent Customer,False,False,11,4787 Golf Terrace,3163,VIC,Australia,7,871,0.541875
Thorvald,Duckerin,M,58,1995-10-20,Electrical Engineer,Manufacturing,Affluent Customer,False,True,1,4 Pine View Junction,3021,VIC,Australia,8,871,0.541875
Paulina,Iannuzzelli,F,57,1956-03-08,Automation Specialist I,Manufacturing,Mass Customer,False,False,19,097 Hollow Ridge Alley,2118,NSW,Australia,11,877,0.54
Ricki,Padefield,M,43,1948-08-03,Automation Specialist III,Manufacturing,Affluent Customer,False,True,13,860 Barby Lane,4275,QLD,Australia,9,877,0.54
Lizette,McKeaveney,F,30,1994-04-11,Assistant Manager,Health,High Net Worth,False,True,13,6412 Butternut Road,2050,NSW,Australia,10,879,0.5375
Muffin,Bhar,M,44,1966-04-07,,,Affluent Customer,False,False,19,15 Weeping Birch Crossing,2448,NSW,Australia,4,879,0.5375
Jeno,Strafford,M,67,1941-07-21,Tax Accountant,Financial Services,High Net Worth,False,False,7,891 Sachtjen Hill,4170,QLD,Australia,9,879,0.5375
Brigg,Himsworth,M,63,1973-10-10,,Telecommunications,Mass Customer,False,True,9,771 Union Crossing,4570,QLD,Australia,6,882,0.5355
Judi,Cazereau,F,22,1997-03-03,GIS Technical Architect,,Affluent Customer,False,True,13,22 Farmco Avenue,3851,VIC,Australia,3,883,0.53125
Shara,Bramhill,,24,,,IT,Affluent Customer,False,False,2,01 Bunker Hill Drive,2230,NSW,Australia,10,883,0.53125
Raleigh,Pont,M,48,1964-11-02,Associate Professor,Entertainment,Mass Customer,False,False,14,7650 Gulseth Parkway,3139,VIC,Australia,7,883,0.53125
Zachariah,Meininking,M,40,1938-06-09,Cost Accountant,Financial Services,Affluent Customer,False,True,20,24815 Lindbergh Avenue,2749,NSW,Australia,7,883,0.53125
Lesley,Garey,M,52,1994-03-29,Software Consultant,Telecommunications,Mass Customer,False,False,11,924 Lindbergh Court,2226,NSW,Australia,9,883,0.53125
Adriena,Giffin,F,27,1957-03-17,Analog Circuit Design manager,Argiculture,Affluent Customer,False,True,5,1 Manitowish Court,2259,NSW,Australia,9,888,0.525
Antoinette,,F,72,1980-07-28,Structural Analysis Engineer,Financial Services,Affluent Customer,False,False,5,9 Derek Alley,3058,VIC,Australia,9,888,0.525
Carr,Hopkynson,M,64,1971-10-18,,Manufacturing,Affluent Customer,False,False,16,5990 Fairfield Pass,2318,NSW,Australia,6,888,0.525
Shay,Briand,M,57,1956-10-05,Project Manager,IT,Mass Customer,False,True,9,1 Mandrake Way,3844,VIC,Australia,1,888,0.525
Karney,Burstow,M,51,1972-07-02,Design Engineer,Property,Mass Customer,False,True,6,4011 Prairieview Court,2031,NSW,Australia,12,888,0.525
Latrena,Yetts,F,11,1999-06-18,Civil Engineer,Manufacturing,High Net Worth,False,True,15,53877 Dakota Crossing,2871,NSW,Australia,3,893,0.520625
Jesse,Alflat,M,31,1984-09-01,Executive Secretary,,High Net Worth,False,False,5,49 Northfield Drive,2145,NSW,Australia,9,893,0.520625
Kelcie,Kingaby,F,54,2000-03-24,Systems Administrator II,IT,Mass Customer,False,True,6,0 Summit Center,4019,QLD,Australia,4,893,0.520625
Fabio,Commuzzo,M,5,1961-10-02,Software Test Engineer II,Manufacturing,Mass Customer,False,False,18,66 Shopko Circle,3806,VIC,Australia,8,896,0.52
Heall,Andrioli,M,46,1941-06-17,Environmental Tech,IT,Affluent Customer,False,True,7,370 Eastwood Road,4133,QLD,Australia,5,896,0.52
Rickert,Brasted,M,47,1959-09-18,Staff Scientist,Health,Mass Customer,False,False,10,20 Hoffman Park,2145,NSW,Australia,9,898,0.5125
